Text,Verdict
The situation today cries out for bipartisanship.,-1
"Yes, we had grain credits for Iraq, and there isn't any evidence that those grain credits were diverted into weaponry -- none, none whatsoever.",1
Her name is Alicia Machado.,0
"I never criticized the U-2 flights in general, however.",1
That is the closest I have ever come to anything voluntary with Social Security.,-1
But that's Senate inside baseball.,-1
"If we don't resolve that issue, all others become irrelevant.",-1
Now that's what we have to do.,-1
"Well, Martha, I hope that by the time I -- if I'm fortunate...",-1
Just on Monday of this week I signed a tax bill that included an amendment that would prevent companies in the United States from taking a tax deduction if they have in any way whatsoever cooperated with the Arab boycott.,1
Do you know what he presented us with?,-1
And the CBO said -- that's the Congressional Budget Office; it's bipartisan -- they said that there would have to be a cut in benefits of 25 percent to 40 percent.,1
But we have a different set of convictions about how we make our country stronger here at home and respected again in the world.,-1
"We've got 20 million names on a computer in Washington, D.C. of people who should not have guns.",1
"How could you be Commander-in-Chief of the armed forces and have some kid say -- when you have to make a tough decision, as I did in Panama or Kuwait and then have some kid jump up and say, ""Well, I'm not going to go.",-1
It turned out to be a disaster.,-1
I think the economy has meant more for the Gore and Clinton folks than the Gore and Clinton folks have meant for the economy.,-1
"And that, too, is a major difference between the vice president and me.",-1
"As a matter of fact, I visited Poland, Yugoslavia and Rumania to make certain that the people of those countries understood that the president of the United States and the people of the United are dedicated to their independence, their autonomy and their freedom.",0
"They made sure their sons understood that this was the greatest country in the world, that those of us especially who were the sons and daughters of immigrants had a special responsibility to give something to the country that had opened up its arms to our parents and given so much to them.",-1
"You indicated that we shouldn't be passing nuclear treaties with Russia despite the fact that 71 senators, Democrats and Republicans, voted for it.",1
We have to bring back law and order.,-1
"And that was, we had adequate warning that there was a threat to our embassy, and we could have done what other embassies did - either strengthen our security there, or remove our personnel before the kidnap and the takeover took place.",1
"I want to do that in industries, not just in Detroit, but all across the country and that means we change our tax code so we're giving incentives to companies that are investing here in the United States and creating jobs here.",-1
"The most important distinction in this campaign is that I represent real hope for change, a departure from trickle-down economics, a departure from tax and spend economics, to invest in growth.",-1
And what is he going to say to those people that show up at the summit?,-1
Not a single young American is fighting or dying on any foreign soil tonight.,-1
"So let's not raise anybody's taxes, my friends, and make it be very clear to you I am not in favor of tax cuts for the wealthy.",-1
"Now, John Podesta said you have terrible instincts.",0
I can talk reasonably about life and about responsibility.,-1
But I can tell you this.,-1
"I don't want to see the kiddie pornographic laws repealed; I don't want to see ""under God"" come out from our currency.",-1
"I've met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do.",1
And you know what happens?,-1
But the people are the ones that determine it.,0
And I'm glad that the Congress moved on this drug bill and have finally called for that related to these narcotics drug kingpins.,-1
That's part of my commitment to raise taxes on the wealthy.,-1
"If I'm president, I'll double them, and also get the -- the oil from offshore and Alaska.",-1
And that didn't make any sense.,-1
It has grown in the past seven years.,1
"I mean, you can like it or not like it.",-1
"But I could give you a list of banks, I would -- if that would help you, I would give you a list of banks.",-1
But I have an obligation to fight to make sure there are no failing schools.,-1
"Now, with respect to immigration reform, the president broke his promise on immigration reform.",1
(Applause) But don't take it out of my time!,-1
Your doctor chooses your prescription.,0
"We've got a backdoor draft taking place in America today: people with stop-loss programs where they're told you can't get out of the military; nine out of our 10 active duty divisions committed to Iraq one way or the other, either going, coming or preparing.",1
"Now, that's not in my gut.",-1
We will have the lower rate of inflation for the uh - calendar year this year - something slightly under 6 percent.,-1
"So, yes, one of the ways you go after the debt, one of the ways you create jobs is by investing in people.",-1
I hope as president that I've earned your trust.,-1
"In this particular situation, no.",-1
"And secondly, the people that murdered Mr. Byrd got the ultimate punishment.",1
"Well, he does , he has a little bit, and I hope he will continue.",-1
So that I believe that on this subject we can balance the budget unless we have a national emergency or unless we have a severe recession.,-1
"And this administration, having been in office now for two years or more, has still not taken strong and bold action to stop the proliferation of nuclear waste around the world, particularly plutonium.",1
We had to stand up against a tyrant.,-1
But there are other folks out there.,-1
And I'm glad that Governor Romney agrees with the steps that we're taking.,0
And he was not out there urging them to vote for the McCain-Feingold bill.,0
We can do better than that.,-1
"I don't think that's true, but you know, let others fire away on it.",-1
"And, Tom, I know that we're under time constraints, but Senator McCain through a lot of stuff out there.",-1
Our nation in the last eight years has been divided as never before.,-1
"Iran is at its weakest point, economically, strategically, militarily, then since -- then in many years.",1
"If we assume the ah - uh - a rate of growth of our economy, equivalent to what it was during President Johnson, President Kennedy, even before the - the - the - uh wa uh - Vietnese- namese War, and if we assume that at the end of the four-year period we can cut our unemployment rate down to 4 to 4 and a half percent - under those circumstances, even assuming no elimination of unnecessary programs and assuming an increase in the ad- in the allotment of money to finance programs, increasing as the inflation rate does - my economic projections, I think confirmed by the House uh - and the Senate committees, have been with the $60 billion extra amount of money that can be spent in fiscal year '81 which will be the last year of this next term.",1
"And uh - the only purpose that I would see in registering uh - handguns and not long guns of any kind would be to prohibit the uh - ownership of those guns by those who've used them in the commission of a crime, or who uh - have been proven to be mentally incompetent to own a gun.",1
"We know freedom is a powerful, powerful, powerful force, much bigger than the United States of America, as we saw recently in the Balkans.",-1
Getting us to a balanced budget.,-1
Different people with different views fight with each other.,-1
"You know, we have five percent of the world's population in this country.",1
"If we have more people hired, if we get back manufacturing jobs, if we get back all kinds of jobs into this country, then you're going to see rising incomes again.",-1
The same country that's helping us try to stop the flow of drugs into our country that's killing young Americans.,1
We hadn't done the work that ought to be done.,-1
The freeze people were wrong.,1
"I won't, I never repeat what I've talked to the President about.",-1
It's clear for everybody to see.,-1
But the key that we're going to have to pursue is a -- is a pathway to get the Muslim world to be able to reject extremism on its own.,-1
"And other communities need to come together to do what will work, as well.",-1
We don't talk about it.,-1
And it's not just about women.,-1
We've got to do something about this.,-1
"He believes, like I believe, that the Iraqis are ready to fight for their own freedom.",-1
They pulled out of the nonproliferation agreement.,0
We're going to have a strong border.,-1
"It has not worked in Iran, it has not worked in North Korea.",0
There has never been a country on Earth that saw its economy decline and yet maintained its military superiority.,1
The third thing we have to do is we've got to make sure that we're competing in education.,-1
"If we can get that across to the people of these countries, in this decade of the sixties, the struggle for freedom will be won.",-1
And that's how best it is to keep the peace.,-1
"Anyway, that's for another debate.",-1
I want to thank the University of Miami for hosting us.,-1
You've got cross-border attacks against U.S. troops.,1
"And it's not the fact -- it's not the fact that Senator Obama chooses to associate with a guy who in 2001 said that he wished he had have bombed more, and he had a long association with him.",1
Massachusetts schools are ranked number one in the nation.,1
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",1
Less regulations if we want jobs here; legal reform if we want jobs here; and we've got to keep taxes low.,-1
And I think I know what he meant by that.,-1
"We spent $3.1 billion for fire and police, $3.1 billion.",1
"Well, one thing I did was oppose the government takeover health care that President Clinton offered in 1993, which created 17 new taxes and 50 new bureaucracies and price controls, because we were afraid the very thing you mentioned would have happened.",1
But there are two main focal points of this election.,-1
"I think it makes the world safer and, frankly, it makes the United States safer.",-1
That was the right place.,-1
So what should we do?,-1
"So I am still focussed on gridlock, I guess.",-1
We both made promises in this campaign.,0
"I believe on the record that this administration has been more responsive and we have carried out the law to the letter, and I'm proud of the record.",-1
"We've got to take this in a new direction, that's what I propose as president.",-1
I have seen Cuba go to the Communists.,0
Mr. Ford has vetoed four times as many bills as Mr. Nixon - per year.,1
"I've got a bracelet, too, from Sergeant - from the mother of Sergeant Ryan David Jopeck (ph), given to me in green bay.",0
I'm not interested in his character.,-1
...you've had the floor for a while.,0
"Now on the question of disarmament, particularly nuclear disarmament, I must say that I feel that another effort should be made by a new Administration in January of 1961, to renew negotiations with the Soviet Union and see whether it's possible to come to some conclusion which will lessen the chances of contamination of the atmosphere, and also lessen the chances that other powers will begin to possess a nuclear capacity.",-1
But it's not good enough.,-1
There are three fundamental challenges.,-1
"And incidentally, one of them is this.",-1
I told her after we prayed and teared up and laughed some that I thought her husband's sacrifice was noble and worthy.,0
And I didn't pick him because he agreed with me on everything.,-1
Saddam Hussein is probably better off than he was four years ago.,-1
"But the first -- pardon me -- the first time we went in, we went in at their request because the war was going on right in Beirut between Israel and the PLO terrorists.",1
What you did -- and this is after getting a subpoena from the United States Congress.,1
The president said he would.,0
He wants you to believe that I can't be president.,-1
I have a record of fighting for fiscal responsibility.,0
"Does it create jobs, raise incomes, and further our national security?",-1
"You know, half of all immigrants -- undocumented immigrants in our country -- actually pay federal income tax.",1
"So, there is no ratio between taxing and balancing a budget.",1
I think that says a great deal to the American people about the standards we'll set and the quality of the people that we will pick to serve in our Administration.,-1
And this is one of the reasons why one of the first -- the first bill I signed was something called the Lily Ledbetter bill.,0
"And what we've also done is engaged these governments in the kind of reforms that are actually going to make a difference in people's lives day to day, to make sure that their governments aren't corrupt, to make sure that they're treating women with the kind of respect and dignity that every nation that succeeds has shown and to make sure that they've got a free market system that works.",1
"But it's an example of this notion that the market can always solve everything and that the less regulation we have, the better off we're going to be.",-1
"That is not the right temperament to be commander-in- chief, to be taunted.",-1
We must deal with threats before they fully materialize.,-1
I support it and the Pescadores Island.,-1
"Well, I've been through this before, Mr. Gannon, as the governor of Georgia.",0
"We got a big philosophical difference here tonight between one who thinks the government can do all these things through tax and spend, and one who thinks it ought to go the other way.",-1
"(chuckle) Well, in the first place, I'm not criticizing His Holiness the Pope.",-1
"Now, I want to build the wall.",-1
"Now, my plan for the future, I see a time when we have smaller, smarter government where you don't have to wait in line because you can get services online cheaper, better, faster.",-1
"ThereÃ¢â‚¬â„¢s a long line of McCains that have served our country for a long time in war and in peace, it's been the great honor of my life, and I've been proud to serve.",0
"See, the card, it'll have a period of time attached to it.",-1
It's the only way that we're going to move ahead.,-1
We both want to help the old people.,-1
"I have further strongly recommended that this administration do something it has not done, and that is to strengthen enforcement at the border, strengthen the officials in this government that deal with undocumented workers, and to do so in a way that's responsible and within the Constitution of the United States.",-1
I believe part of a hopeful society is one in which somebody owns something.,-1
Saddam Hussein had no intention of disarming.,-1
These things can be done if we have the right vision and the right restraint and the right leadership.,-1
But absolutely we can be secure in the long run.,-1
Senator Obama has opposed that.,1
Who would write the prayer?,-1
At the present time we're spending roughly three billion five hundred million dollars.,1
And you have to vote for somebody with a plan.,-1
This is particularly true of the recent efforts to shut down part of Alaska.,1
Donald wants to tear up our alliances.,-1
"Let's take Mr. Bush for the moment at his word -- he's right, we don't have any evidence at least that our government did tell Saddam Hussein he could have that part of Kuwait.",1
So here's what I would do.,-1
He voted to increase taxes 98 times.,1
"I don't have a free reserved parking place at Natl Airport, why should my servants?",0
That's right at the middle class.,1
"There was hatred, there was divisiveness - uh people had lost faith in their government in many, many respects.",-1
He put forward No Child Left Behind.,1
"I've generally supported it, but I've seen them make some calls that I thought were highly questionable.",-1
"We have in -- in Egypt, a Muslim Brotherhood president.",1
But there were a lot of families who didn't have that good fortune and whose sons or daughters or husbands didn't survive.,-1
"We're way behind, which means Americans can't come home.",-1
"And that's his record, and that's a matter of his record.",-1
If we do those things we will build that bridge to the 21st Century and the greatest country in history will be even greater.,-1
But I salute him for his passion.,-1
"The governor used the phrase phony numbers, but if you look at the plan and add the numbers up, these numbers are correct.",1
"And the only criterion I ever put forward in my own mind was who among the several million people in this country would be the best person qualified to be president, if something should happen to me and to join me in being vice president if I should serve out my term.",-1
You mentioned the Heller decision.,0
They've got sneak-and-peek searches that are allowed.,0
"Number two, we're going to have to stop illegal immigration.",-1
"I'm pledging I will not raise taxes; I'm giving a tax cut to the people earning less than $200,000 a year.",-1
I know something about prosecuting.,-1
That's why faith in the United States is pure and unpolluted by the intervention of politicians.,-1
It's what we stand for.,-1
"Miss Quinn, I don't have to.",-1
And also the private sector ought to be encouraged to - to bring forward to the public the benefits from efficiency.,-1
They're doing it to try to influence the election for Donald Trump.,-1
"My campaign chairman, Secretary Jim Baker's wife.",0
We can't sanction them any more.,-1
"Now, you can say that that's OK and Hillary can say that that's OK.",-1
It's when you try to use that to undermine the integrity of private political -- or private religious faith and the use of the state is where -- for the most personal decisions in American life -- that's where I draw the line.,-1
... the damage in his -- in his own party.,-1
"If somebody is coming here to work with a card, it means they're not going to have to sneak across the border.",-1
I think all of us should have a respect for innocent life.,-1
"Traditionally, if you've been involved in a campaign like that, you know that the parents with kids in school are the ones that turn out and vote.",-1
I oppose it for the reasons that I mentioned.,-1
In regard to uh - price stability uh - I'm not aware that that committee did produce recommendations that ever were certainly before the Congress from the point of view of legislation in regard to controlling prices.,1
That's the way the game's played now.,-1
"Only the last few days with the election approaching, has Mr. Ford taken any interest in a nonproliferation movement.",-1
But we have some work to do.,-1
"They're seeing their premiums, their co-pays go up.",1
I believe we have to get ISIS.,-1
But let's look at it.,-1
But I believe it would have been much more unfair to have had John Anderson denied the right to participate in this debate.,1
And in the budget that I recommended we cut it in half - a growth rate of 5 to 5 and one-half percent.,1
"And I'm blessed, as I think the president is blessed, as I said last time.",-1
"And he called this woman ""Miss Piggy.""",1
"So now there are five voices speaking to Kim Jong Il, not just one.",1
Help me pass these programs.,-1
"And I oppose it, and I'm going to stand up and continue to oppose it.",-1
I want to thank Washington University for hosting us here this evening.,-1
"If we catch somebody illegally selling a gun, there needs to be a consequence.",-1
I have personally told President Pack that the United States does not condone the kind of repressive measures that he has taken in that country.,0
We'll give you all the equipment you need.,-1
"If you think that was good, then you do.",-1
"Hillary has experience, but it's bad experience.",-1
But I just find it fascinating that while we sit here tonight we will go into debt an additional $50 million in an hour and a half.,1
"But there are a lot of parents who feel like everything is going well in their child's school, and all of a sudden they wake up and realize that wait a minute, standards aren't being met.",-1
Let's look at the other side of the coin.,-1
Wages and incomes have gone down.,1
This is primarily an ideological battle - a battle for the minds and the hearts and the souls of men.,-1
"We did it in my state, and we can do it nationally.",1
"I've worked on the food stamp program, proudly.",0
And it was worth moving heaven and earth to get him.,-1
"That's why I'm the only candidate from the very beginning of this campaign who had a plan to help us revitalize coal country, because those coal miners and their fathers and their grandfathers, they dug that coal out.",0
"At the same time, in our Judeo-Christian tradition, we recognize the right of taking a human life in self-defense.",1
Cheapest money you'll ever spend.,-1
"They were injured, but they turned the lights on and they powered their factories.",0
"So, why should we believe that they had placed that much more reliance on land-based?",-1
"And it's not just because I worked with George W. Bush after 9/11, and I was very proud that when I told him what the city needed, what we needed to recover, he said you've got it, and he never wavered.",0
"The answer to that obviously was no, and as the result, I was elected to this office and promised a new beginning.",0
"Now, the Federal Government is going to turn around and say, well you have this problem; we will now hand you the money to do it.",-1
This is what Ross Perot complains about.,-1
The only building that was guarded when the troops when into Baghdad was the oil ministry.,1
And we will come home with victory and with honor.,-1
"Of course, we don't have Medicare, but we didn't cut Medicare by $716 billion.",1
Surely this nation can come together to promote the value of life.,-1
"Senator McCain, this is the guy who sang, ""Bomb, bomb, bomb Iran,"" who called for the annihilation of North Korea.",0
"Not -- well, we turned over 35,000, so...",1
And so I'll just be asking for support to get that put into effect.,-1
Just going to make a point.,-1
"We are so outplayed on missiles, on cease-fires.",1
"He seems to want to spend a great deal of money on just about every weapon system; he says he's against new taxes, although he's broken that pledge at least times in the last year that I know of; he wants to give the wealthiest taxpayers in this country a five year, $40 billion tax break.",1
"And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information.",1
We settled the suit with zero -- with no admission of guilt.,1
"It works when we make sure they've got housing, like we have done in the last military budgets.",1
"On a per-person basis, it did cut way below the rate of inflation in medical costs.",1
"So, the answer lies, it seems to me, in full enforcement of the catastrophic program.",-1
"And the reason Pakistan -- the popular opinion of America had diminished in Pakistan was because we were supporting a dictator, Musharraf, had given him $10 billion over seven years, and he had suspended civil liberties.",1
And that's why in this campaign I'm telling you exactly what I want to do.,-1
The quality of the air is cleaner since I've been the president of the United States.,1
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.",-1
This was the president's plan.,0
We've got to create the products of the future.,-1
Thirty-five to forty countries in the world had a greater capability of making weapons at the moment the president invaded than Saddam Hussein.,1
I'm going to be able to do it.,-1
This is a government that says younger workers can't possibly have their own assets.,-1
The voters should assume I have no litmus test on that issue or any other issue.,-1
I -- I think interesting the president just said something which -- which is that on the day after the attack he went into the Rose Garden and said that this was an act of terror.,0
And the president just walks on by this problem.,-1
He's got over $100 billion of tax cuts and incentives.,1
"And I will tell you, we are cutting them big league for the middle class.",-1
"The U.S. Chamber of Commerce, which generally doesn't support a lot of Democrats, said that this plan could lead to the unraveling of the employer-based health care system.",1
And the United States will maintain our national security interest in the Panama Canal.,-1
And our alliance is strong.,-1
"We have a higher unemployment rate in this country than Great Britain, and West Germany.",1
"But, Peter, please understand, the liberals do not like me talking about liberal They don't like it when I say that he says he's a card carrying member.",-1
And I will continue working with him over the next four years.,-1
"And then, just as Castro had done in Cuba, the Sandinistas ousted the other parties to the revolution.",1
Our recession was one of the shallowest in modern history.,1
"If you leave a business, I think your insurance should go with you to some other business.",-1
There is no doubt about it.,-1
"And the president should lead a national effort to change behavior, to keep our children alive in the schools, responsible behavior to keep people alive.",-1
That's not the kind of small business promotion we need.,-1
You see that every night on television.,-1
An election law just in the last few days.,-1
"As a matter of fact, uh - I've never advocated any cut of $15 billion in our defense budget.",1
"One is Strobe Talbott in his classic book, ""Deadly Gambits.''",-1
There are hundreds of thousands of them.,0
Because a lot of young women in this country take this right for granted and it could be lost.,-1
That's why I'd have regulation.,-1
We talk about schools - three times as many classrooms built in the past Administration - and Eisenhower - than under the Truman Administration.,1
"And they have been using these things to have government, through court orders, inhibit the practice of religion.",1
"That was long before I was ever involved, so you actually owe an apology.",0
"And I have to say, Senator McCain and I, I think agree on the importance of energy, but Senator McCain mentioned earlier the importance of looking at a record.",-1
I want to be judicious in its use.,-1
And the point is that we become energy independent and we will create millions of jobs -- millions of jobs in America.,-1
If there's one thing Africa needs it's technical assistance.,-1
And I believe I can.,-1
"Now, looking at the other parts of the world - South America - talking about our record and the previous one.",-1
"And it focuses not only on increasing the supply, which I think we have to do, but also on working on the consumption side.",-1
I certainly agree with that.,-1
It's just not the way I think and it's not my intentions and not my plan.,0
"Well, Mr. Ford takes the uh - same attitude that the Republicans always take.",-1
"And I remember you gave a very good answer to New Hampshire about the White Mountains, about how it was important to keep that collaborative effort in place.",0
"China, is a huge country, broken into many provinces.",0
But I think it's about his priorities.,-1
I've already taken the pledge on cutting the deficit in half.,1
"And he went on to cite three issues that their platforms totally ignore: atomic warfare, Presidential Directive 59 notwithstanding.",0
I readily admit I'm not going to grow the size of the federal government like he is.,-1
"So when you look at the penalty that he paid, and when you analyze the requirements that I had - to spend all of my time working on the economy, which was in trouble, that I inherited; working on our problems in Southeast Asia - which were still plaguing us - it seemed to me that Mr. Nixon had been penalized enough by his resignation in disgrace and the need, and necessity for me to concentrate on the problems of the country fully justified the action that I took.",-1
But it is true our borders are out of control.,-1
We're 9 million jobs short of that.,1
That doesn't mean we have to write it into the law.,-1
But the reason for that is obvious.,-1
"So should I be fortunate enough to earn your vote, I also understand -- I want to open up markets, but I also understand that farming is a part of our national security.",-1
"I figured you'd ask the question tonight, of course.",-1
Our values must be at stake.,-1
You just gave a speech a few weeks ago in which you said we should still have troops in Iraq.,1
"I do not, very frankly, take seriously the Congressional Budget Office projections, because they have been wrong on virtually all of them, including the fact that our recovery wasn't going to take place to begin with.",-1
"If they had that money without those government restrictions, every one of them has told me they could make great savings and make far greater use of the money.",-1
"We provide for managed competition, not government models, in every states.",-1
More countries in Asia voted against us on that question than voted with us.,1
We estimate that those programs would add a hundred billion dollars minimum and probably two hundred billion dollars - uhh maximum each year to the federal budget.,1
I invite the American people tomorrow -- because I will issue the statement quoting President Reagan -- he said exactly what I said he said.,-1
I believe in the American dream.,-1
"I've laid out a plan by which I think we can be successful in Iraq: with a summit, by doing better training, faster, by cutting -- by doing what we need to do with respect to the U.N. and the elections.",0
"A minute ago the President quoted Cicero, I believe.",0
"He's the one that brought up, to garner primary votes, the whole question of the ACLU.",-1
It means that there will be increased employment.,-1
"Also I favor all revenue sharing money being used for local governments, and also to remove prohibitions in the use of revenue sharing money so that it can be used to improve education, and health care.",-1
"A few months later, he said he wanted to cut the defense budget by eight or nine billion dollars.",1
Within that sixty-billion dollars increase there would be fit the programs that I promised the American people.,-1
He misled the American people when he said we'd go to war as a last resort.,-1
I suggest now that our number one preoccupation is red ink and our country and we've got to put our people back to work so that we can afford to do these things we want to do in Russia.,-1
"Now, you're paying for that.",-1
And I ask you to consider the experience I have had in working with a President who has revolutionized the situation around the world.,-1
She's worked on it longer than I have.,0
The question of Communism within the United States has been one that has worried us in the past.,-1
"That's how you gain legitimacy with your own countrypeople, and that's how you gain legitimacy in the world.",-1
I'm going to stop other things.,-1
That's like the family of medical-leave law; it just tries to set the rules of the game.,-1
"Now, Governor Romney has said he wants to repeal Dodd-Frank.",1
I was there for a while before I left on June the 11th.,0
"AARP thinks that the -- the savings that we obtained from Medicare bolster the system, lengthen the Medicare trust fund by eight years.",1
"And I'd be happy to compare what we do with the Trump Foundation, which took money from other people and bought a six- foot portrait of Donald.",1
"And as I said, this is not a partisan thing with me.",-1
"But the point is, what about his error in voting for the amendment, which was not adopted, and then persisting in it in fifty-nine, persisting in it in the debate.",1
You did everything you could to kill the Clean Water Act,1
"But if those Mom and Pop stores all get together and pool, they too can bring the cost of insurance down.",1
What about the prices you pay?,-1
They know it better than anybody.,-1
I know what it takes to make sure that you have the kind of opportunity you deserve.,-1
I think Mr. Benson's program has failed.,-1
But I believe together we can make great progress.,-1
"On November second all of you will make a very, very important decision.",0
"As a matter of reality, Fm going to have to because we have had not one but two detailed studies which indicate that there are billions and billions of dollars to be collected that are not being paid these are not taxes owed by average Americans.",1
"If you could accept a little criticism, I went all across central Illinois and spoke about agricultural issues, about seven stops.",0
You can't disallow someone the right to visit their partner in a hospital.,-1
The farm payments are going down because the agricultural economy is coming back.,1
And I've put forward a series of proposals that make sure that we protect taxpayers as we engage in this important rescue effort.,1
The president just said that government-run health care results in poor quality.,1
I will make a flat statement: The United States of America has no long-term designs on staying in Iraq.,-1
"Yes, I'd be glad to.",-1
There's a difference between preconditions and preparation.,0
"Number two, we've got to make sure that taxpayers, when they are putting their money at risk, have the possibility of getting that money back and gains, if the market -- and when the market returns.",-1
"I am a person who has great respect for people, for my family, for the people of this country.",-1
It will require bigger cuts in Medicare than I vetoed last time.,1
"And instead directed the money toward a tax cut, a significant part of which went to wealthy interests.",1
"And Mr. President, it's good to be with you again.",-1
But what's really important here is to understand all the interplay.,-1
You got that fact wrong.,1
And the answer they came up with was this:,-1
Take a look at the Middle East.,-1
"Now, as far as running away from my party is concerned, Senator Kennedy has said that we have no compassion for the poor, that we are against progress - the enemies of progress, is the term that he's used, and the like.",1
The records show that President Roosevelt vetoed an average of fifty-five bills a year.,1
"We have to remember that the cold war that Mr. Khrushchev is waging and his colleagues are waging, is waged all over the world and it's waged right here in the United States.",0
"Von Fremd, it would be completely irresponsible for a candidate for the presidency, or for a president himself, to indicate the course of action and the weapons he would use in the event of such an attack.",-1
Let me first answer that question about the 1982 tax cut.,-1
"If we turn to Helsinki - I'm glad you raised it, Mr. uh - Frankel.",-1
You have to be able to negotiate our trade deals.,-1
And his Secretary of the Treasury said he's studying a sales tax or a value-added tax.,0
But there was fortunately others beside myself who believed that we ought to take action.,-1
I've been trying so hard not to.,-1
"And so part of leadership and governing is both saying what it is that you are for, but also being willing to say no to some things.",-1
I've also suggested that on the domestic side there are areas where we can make some cuts.,-1
What explains this administration cozying up to the Argentine dictators after they took over?,-1
But I believe that my plan is better than Senator Dole's ill-advised $550 billion scheme which I'll say again will blow a hole in the deficit.,1
And all you have to do is look at the Middle East.,-1
"Terrorists can now come into America and go to a gun show and, without even a background check, buy an assault weapon today.",1
I think the President was correct in ordering these flights.,-1
"And as a consequence, you had 46 states around the country who have made a real difference.",1
"And number three, I will not under any circumstances raise taxes on middle-income families.",-1
We're spending about $7 billion.,1
"Nobody's been talking about that, and Senator McCain knows it.",-1
"Because everybody's talking about how Iraq, which is us with our leadership, goes in to fight Mosul.",1
And so people are going to have to look at the record.,-1
"Well, the president and his experts have told America that it's not a question of if; it's a question of when.",0
"And as far as Japan is concerned, I want to help all of our allies, but we are losing billions and billions of dollars.",1
And it has not been easy.,-1
That is a big project.,-1
What were her written instructions?,-1
It's not government investments that makes businesses grow and hire people.,1
"I see jihadists continuing to spread, whether they're rising or just about the same level, hard to precisely measure, but it's clear they're there.",1
We'll do exactly what we did in the 1990s.,-1
"We need a strong economic package; we need a tax cut; we need the $500 child credit, and we'll have that soon.",-1
He didn't succeed and I signed it and I'm glad I did.,1
I regret what's happened in these past months.,-1
"All across our country -- go to Ohio, 1.4 million Ohioans have no health insurance, 114,000 of them lost it under President Bush; Wisconsin, 82,000 Wisconsinites lost it under President Bush.",1
And they are being slaughtered...,1
Nobody's ever seen that before.,-1
"We're going to have to spend more money in the future on military technology and on greater mobility, greater airlift, greater sealift, the B-22 airplane.",-1
But this is a global conflict that requires firm resolve.,-1
Many of the military experts whom I consulted on this agreed.,0
"And it really is the cost, the escalating costs of health care that are inflicting such pain on working families and people across this country.",-1
"I think that would be a mistake, because when I've sent young men and women into harm's way, I always understand that that is the last resort, not the first resort.",-1
"And again I know Senator D'Amato I think may have had a hearing or two on Whitewater, I can't remember, but he's not my general chairman, he's a friend of mine.",0
"Look, it's just not true.",-1
It's a tax that taxes people twice.,1
On Social Security he's not.,-1
"I believe that your health care is just as important as any politician in Washington, D. C.",-1
"We have now employed eighty-eight million people in America, the largest number in the history of the United States.",1
That -- that Detroit -- that Detroit answer...,-1
We spoke a multitude of tongues.,0
"And to take a chance uh - now be - and not make every effort that we could make to provide for some control over these weapons, I think would be a great mistake.",-1
"I was just recently endorsed -- 16,500 Border Patrol agents.",1
90 percent of our kids are out there in those public schools and we need to lift their standards and move them forward with the programs like those I've outlined in this campaign.,1
"The first priority has to be on ending the violence, dampening down the tensions that have arisen there.",-1
"But any one that's here, we want to have more jobs here.",-1
"And I will succeed for those troops, now that we're there.",-1
That's why I will never stop at anything to hunt down and kill the terrorists.,-1
That's got to be changed.,-1
You know the Japanese are breathing down our necks on this.,-1
And we can see that in both Lebanon and in Central America.,-1
"I'd love to be able to say to my grandchildren, four years after my first term, I'd like to say, your grandfather, working with the leaders of the Soviet Union, working with the leaders of Europe, was able to ban chemical and biological weapons from the face of the earth.",-1
I like those ratings systems.,-1
"So you can put it down, but it is a very effective form of communication.",-1
He can't come here and tell you that he's left no child behind because he didn't fund no child left behind.,1
What I criticized were the policies that made it necessary to go to Korea.,1
"We have to make up for lost times, because I want to invest in you.",-1
"I think I'm right because I believe that we must have a consistent foreign policy, a strong America, and a strong economy.",-1
We're going to pass a million bankruptcies this year for the first time in history.,1
We knew he'd been -- invaded other countries.,1
And I hope you'll give me an opportunity to serve again.,-1
It's not the way America is all about.,-1
We need to reform Medicare.,-1
China's been cheating over the years.,0
But the people are going to have to make up their mind on this issue.,-1
I won't hold it against him that he went to Yale.,-1
There's no question about that.,-1
"They are making some progress, not enough for us.",-1
"And in addition, the tax program of the Ford administration, which provides an incentive for industry to move into our major uh - metropolitan areas, into the inner cities, will bring jobs where people are, and help to revitalize those cities as they can be.",1
"I said I'd end the war in Libya -- in -- in Iraq, and I did.",1
"General McKiernan, the commander in Afghanistan right now, is desperate for more help, because our bases and outposts are now targets for more aggressive Afghan -- Taliban offenses.",1
"I don't think so, Candy.",-1
I recommended to the Congress that we should increase production in this country from six hundred million tons a year to twel- a- a billion two hundred million tons by 1985.,1
"Look, the revenue I get is by more people working, getting higher pay, paying more taxes.",1
But where we're not making it is with the confirmed addicts.,-1
Culture of life is really important for a country to have if it's going to be a hospitable society.,-1
It is that we are continuing to spend too much.,-1
If we fail then we must meet our responsibilities to ourselves.,-1
"So let's fix what's broken about it, but let's not throw it away and give it all back to the insurance companies and the drug companies.",-1
