Sentence_id,Text,Verdict,Cleaned
21149,"I think it would be great if we got along with Russia because we could fight ISIS together, as an example.",-1,think would great got along russia could fight isi togeth exampl
21150,But I don't know Putin.,1,know putin
21151,"But I notice, anytime anything wrong happens, they like to say the Russians are -- she doesn't know if it's the Russians doing the hacking.",1,notic anytim anyth wrong happen like say russian know russian hack
21152,Maybe there is no hacking.,-1,mayb hack
21153,But they always blame Russia.,0,alway blame russia
21154,And the reason they blame Russia because they think they're trying to tarnish me with Russia.,-1,reason blame russia think tri tarnish russia
21155,I know nothing about Russia.,-1,know noth russia
21156,"I know -- I know about Russia, but I know nothing about the inner workings of Russia.",-1,know know russia know noth inner work russia
21157,I have no businesses there.,1,busi
21158,I have no loans from Russia.,1,loan russia
21159,"I have a very, very great balance sheet, so great that when I did the Old Post Office on Pennsylvania Avenue, the United States government, because of my balance sheet, which they actually know very well, chose me to do the Old Post Office, between the White House and Congress, chose me to do the Old Post Office.",1,great balanc sheet great old post offic pennsylvania avenu unit state govern balanc sheet actual know well chose old post offic white hous congress chose old post offic
21160,"One of the primary area things, in fact, perhaps the primary thing was balance sheet.",-1,one primari area thing fact perhap primari thing balanc sheet
21161,But I have no loans with Russia.,1,loan russia
21162,"You could go to the United States government, and they would probably tell you that, because they know my sheet very well in order to get that development I had to have.",-1,could go unit state govern would probabl tell know sheet well order get develop
21163,"Now, the taxes are a very simple thing.",-1,tax simpl thing
21164,"As soon as I have -- first of all, I pay hundreds of millions of dollars in taxes.",1,soon first pay hundr million dollar tax
21165,Many of her friends took bigger deductions.,1,mani friend took bigger deduct
21166,Warren Buffett took a massive deduction.,1,warren buffett took massiv deduct
21167,"Soros, who's a friend of hers, took a massive deduction.",1,soro friend took massiv deduct
21168,Many of the people that are giving her all this money that she can do many more commercials than me gave her -- took massive deductions.,1,mani peopl give money mani commerci gave took massiv deduct
21169,I pay hundreds of millions of dollars in taxes.,1,pay hundr million dollar tax
21170,"But -- but as soon as my routine audit is finished, I'll release my returns.",-1,soon routin audit finish releas return
21171,I'll be very proud to.,-1,proud
21172,"Well, one thing I'd do is get rid of carried interest.",-1,well one thing would get rid carri interest
21173,"One of the greatest provisions for people like me, to be honest with you, I give up a lot when I run, because I knock out the tax code.",-1,one greatest provis peopl like honest give lot run knock tax code
21174,"And she could have done this years ago, by the way.",-1,could done year ago way
21175,She's a United States -- she was a United States senator.,0,unit state unit state senat
21176,She complains that Donald Trump took advantage of the tax code.,1,complain donald trump took advantag tax code
21177,"Well, why didn't she change it?",-1,well chang
21178,Why didn't you change it when you were a senator?,-1,chang senat
21179,The reason you didn't is that all your friends take the same advantage that I do.,-1,reason friend take advantag
21180,"You have provisions in the tax code that, frankly, we could change.",-1,provis tax code frankli could chang
21181,"But you wouldn't change it, because all of these people gave you the money so you can take negative ads on Donald Trump.",1,would chang peopl gave money take neg ad donald trump
21182,But -- and I say that about a lot of things.,-1,say lot thing
21183,"You know, I've heard Hillary complaining about so many different things over the years.",-1,know heard hillari complain mani differ thing year
21184,I wish you would have done this.,-1,wish would done
21185,But she's been there for 30 years she's been doing this stuff.,0,30 year stuff
21186,And she never will change.,-1,never chang
21187,We're getting rid of carried interest provisions.,1,get rid carri interest provis
21188,"I'm lowering taxes actually, because I think it's so important for corporations, because we have corporations leaving -- massive corporations and little ones, little ones can't form.",1,lower tax actual think import corpor corpor leav massiv corpor littl one littl one form
21189,We're getting rid of regulations which goes hand in hand with the lowering of the taxes.,-1,get rid regul goe hand hand lower tax
21190,But we're bringing the tax rate down from 35 percent to 15 percent.,1,bring tax rate 35 percent 15 percent
21191,We're cutting taxes for the middle class.,-1,cut tax middl class
21192,"And I will tell you, we are cutting them big league for the middle class.",-1,tell cut big leagu middl class
21193,"And I will tell you, Hillary Clinton is raising your taxes, folks.",1,tell hillari clinton rais tax folk
21194,You can look at me.,-1,look
21195,She's raising your taxes really high.,-1,rais tax realli high
21196,And what that's going to do is a disaster for the country.,-1,go disast countri
21197,But she is raising your taxes and I'm lowering your taxes.,1,rais tax lower tax
21198,That in itself is a big difference.,-1,big differ
21199,We are going to be thriving again.,-1,go thrive
21200,We have no growth in this country.,1,growth countri
21201,"If China has a GDP of 7 percent, it's like a national catastrophe.",-1,china gdp 7 percent like nation catastroph
21202,We're down at 1 percent.,1,1 percent
21203,"And that's, like, no growth.",-1,like growth
21204,"And we're going lower, in my opinion.",-1,go lower opinion
21205,"And a lot of it has to do with the fact that our taxes are so high, just about the highest in the world.",1,lot fact tax high highest world
21206,And I'm bringing them down to one of the lower in the world.,-1,bring one lower world
21207,And I think it's so important -- one of the most important things we can do.,-1,think import one import thing
21208,But she is raising everybody's taxes massively.,1,rais everybodi tax massiv
21209,"Well, everything you've heard just now from Donald is not true.",1,well everyth heard donald true
21210,"I'm sorry I have to keep saying this, but he lives in an alternative reality.",-1,sorri keep say live altern realiti
21211,And it is sort of amusing to hear somebody who hasn't paid federal income taxes in maybe 20 years talking about what he's going to do.,1,sort amus hear somebodi paid feder incom tax mayb 20 year talk go
21212,But I'll tell you what he's going to do.,-1,tell go
21213,"His plan will give the wealthy and corporations the biggest tax cuts they've ever had, more than the Bush tax cuts by at least a factor of two.",1,plan give wealthi corpor biggest tax cut ever bush tax cut least factor two
21214,"Donald always takes care of Donald and people like Donald, and this would be a massive gift.",-1,donald alway take care donald peopl like donald would massiv gift
21215,"And, indeed, the way that he talks about his tax cuts would end up raising taxes on middle-class families, millions of middle-class families.",1,inde way talk tax cut would end rais tax middl class famili million middl class famili
21216,"Now, here's what I want to do.",-1,want
21217,"I have said nobody who makes less than $250,000 a year -- and that's the vast majority of Americans as you know -- will have their taxes raised, because I think we've got to go where the money is.",1,said nobodi make less 250 000 year vast major american know tax rais think got go money
21218,And the money is with people who have taken advantage of every single break in the tax code.,-1,money peopl taken advantag everi singl break tax code
21219,"And, yes, when I was a senator, I did vote to close corporate loopholes.",1,ye senat vote close corpor loophol
21220,"I voted to close, I think, one of the loopholes he took advantage of when he claimed a billion-dollar loss that enabled him to avoid paying taxes.",1,vote close think one loophol took advantag claim billion dollar loss enabl avoid pay tax
21221,I want to have a tax on people who are making a million dollars.,-1,want tax peopl make million dollar
21222,It's called the Buffett rule.,0,call buffett rule
21223,"Yes, Warren Buffett is the one who's gone out and said somebody like him should not be paying a lower tax rate than his secretary.",1,ye warren buffett one gone said somebodi like pay lower tax rate secretari
21224,I want to have a surcharge on incomes above $5 million.,-1,want surcharg incom 5 million
21225,"We have to make up for lost times, because I want to invest in you.",-1,make lost time want invest
21226,I want to invest in hard-working families.,-1,want invest hard work famili
21227,"And I think it's been unfortunate, but it's happened, that since the Great Recession, the gains have all gone to the top.",1,think unfortun happen sinc great recess gain gone top
21228,And we need to reverse that.,-1,need revers
21229,"People like Donald, who paid zero in taxes, zero for our vets, zero for our military, zero for health and education, that is wrong.",1,peopl like donald paid zero tax zero vet zero militari zero health educ wrong
21230,"And we're going to make sure that nobody, no corporation, and no individual can get away without paying his fair share to support our country.",-1,go make sure nobodi corpor individu get away without pay fair share support countri
21231,"And so do all of her donors, or most of her donors.",1,donor donor
21232,I know many of her donors.,-1,know mani donor
21233,Her donors took massive tax write-offs.,1,donor took massiv tax write off
21234,"A lot of my -- excuse me, Anderson -- a lot of my write- off was depreciation and other things that Hillary as a senator allowed.",0,lot excus anderson lot write depreci thing hillari senat allow
21235,"And she'll always allow it, because the people that give her all this money, they want it.",-1,alway allow peopl give money want
21236,"See, I understand the tax code better than anybody that's ever run for president.",-1,see understand tax code better anybodi ever run presid
21237,"Hillary Clinton -- and it's extremely complex -- Hillary Clinton has friends that want all of these provisions, including they want the carried interest provision, which is very important to Wall Street people.",1,hillari clinton extrem complex hillari clinton friend want provis includ want carri interest provis import wall street peopl
21238,"But they really want the carried interest provision, which I believe Hillary's leaving.",-1,realli want carri interest provis believ hillari leav
21239,Very interesting why she's leaving carried interest.,-1,interest leav carri interest
21240,"But I will tell you that, number one, I pay tremendous numbers of taxes.",1,tell number one pay tremend number tax
21241,And so did Warren Buffett and so did George Soros and so did many of the other people that Hillary is getting money from.,1,warren buffett georg soro mani peopl hillari get money
21242,"Now, I won't mention their names, because they're rich, but they're not famous.",0,mention name rich famou
21243,So we won't make them famous.,-1,make famou
21244,"No, but I pay tax, and I pay federal tax, too.",0,pay tax pay feder tax
21245,"But I have a write-off, a lot of it's depreciation, which is a wonderful charge.",-1,write lot depreci wonder charg
21246,"You know, she's given it to us.",-1,know given us
21247,"Hey, if she had a problem -- for 30 years she's been doing this, Anderson.",0,hey problem 30 year anderson
21248,I say it all the time.,-1,say time
21249,She talks about health care.,0,talk health care
21250,Why didn't she do something about it?,-1,someth
21251,Why didn't she do something about it?,-1,someth
21252,She doesn't do anything about anything other than talk.,-1,anyth anyth talk
21253,"With her, it's all talk and no action.",-1,talk action
21254,"And, again, Bernie Sanders, it's really bad judgment.",-1,berni sander realli bad judgment
21255,She has made bad judgment not only on taxes.,-1,made bad judgment tax
21256,"She's made bad judgments on Libya, on Syria, on Iraq.",-1,made bad judgment libya syria iraq
21257,"I mean, her and Obama, whether you like it or not, the way they got out of Iraq, the vacuum they've left, that's why ISIS formed in the first place.",1,mean obama whether like way got iraq vacuum left isi form first place
21258,"They started from that little area, and now they're in 32 different nations, Hillary.",1,start littl area 32 differ nation hillari
21259,"Well, here we go again.",-1,well go
21260,"I've been in favor of getting rid of carried interest for years, starting when I was a senator from New York.",1,favor get rid carri interest year start senat new york
21261,But that's not the point here.,-1,point
21262,Why didn't you do it?,-1,
21263,Why didn't you do it?,-1,
21264,Because I was a senator with a Republican president.,0,senat republican presid
21265,I will be the president and we will get it done.,-1,presid get done
21266,"You could have done it, if you were an effective -- if you were an effective senator, you could have done it.",-1,could done effect effect senat could done
21267,"If you were an effective senator, you could have done it.",-1,effect senat could done
21268,But you were not an effective senator.,-1,effect senat
21269,"You know, under our Constitution, presidents have something called veto power.",0,know constitut presid someth call veto power
21270,"Look, he has now said repeatedly, ""30 years this and 30 years that.""",0,look said repeatedli 30 year 30 year
21271,So let me talk about my 30 years in public service.,-1,let talk 30 year public servic
21272,I'm very glad to do so.,-1,glad
21273,"Eight million kids every year have health insurance, because when I was first lady I worked with Democrats and Republicans to create the Children's Health Insurance Program.",1,eight million kid everi year health insur first ladi work democrat republican creat children health insur program
21274,Hundreds of thousands of kids now have a chance to be adopted because I worked to change our adoption and foster care system.,1,hundr thousand kid chanc adopt work chang adopt foster care system
21275,"After 9/11, I went to work with Republican mayor, governor and president to rebuild New York and to get health care for our first responders who were suffering because they had run toward danger and gotten sickened by it.",0,9 11 went work republican mayor governor presid rebuild new york get health care first respond suffer run toward danger gotten sicken
21276,"Hundreds of thousands of National Guard and Reserve members have health care because of work that I did, and children have safer medicines because I was able to pass a law that required the dosing to be more carefully done.",1,hundr thousand nation guard reserv member health care work children safer medicin abl pass law requir dose care done
21277,"When I was secretary of state, I went around the world advocating for our country, but also advocating for women's rights, to make sure that women had a decent chance to have a better life and negotiated a treaty with Russia to lower nuclear weapons.",1,secretari state went around world advoc countri also advoc women right make sure women decent chanc better life negoti treati russia lower nuclear weapon
21278,Four hundred pieces of legislation have my name on it as a sponsor or cosponsor when I was a senator for eight years.,1,four hundr piec legisl name sponsor cosponsor senat eight year
21279,I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time.,1,work hard proud elect new york even bigger margin elect first time
21280,"And as president, I will take that work, that bipartisan work, that finding common ground, because you have to be able to get along with people to get things done in Washington.",-1,presid take work bipartisan work find common ground abl get along peopl get thing done washington
21281,"I've proven that I can, and for 30 years, I've produced results for people.",-1,proven 30 year produc result peopl
21282,She said a lot of things that were false.,0,said lot thing fals
21283,"I mean, I think we should be allowed to maybe...",-1,mean think allow mayb
21284,Because she has been a disaster as a senator.,-1,disast senat
21285,"Well, the situation in Syria is catastrophic.",-1,well situat syria catastroph
21286,"And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left.",1,everi day goe see result regim assad partnership iranian ground russian air bombard place particular aleppo hundr thousand peopl probabl 250 000 still left
21287,And there is a determined effort by the Russian air force to destroy Aleppo in order to eliminate the last of the Syrian rebels who are really holding out against the Assad regime.,1,determin effort russian air forc destroy aleppo order elimin last syrian rebel realli hold assad regim
21288,Russia hasn't paid any attention to ISIS.,1,russia paid attent isi
21289,They're interested in keeping Assad in power.,1,interest keep assad power
21290,"So I, when I was secretary of state, advocated and I advocate today a no-fly zone and safe zones.",1,secretari state advoc advoc today fli zone safe zone
21291,"We need some leverage with the Russians, because they are not going to come to the negotiating table for a diplomatic resolution, unless there is some leverage over them.",-1,need leverag russian go come negoti tabl diplomat resolut unless leverag
21292,And we have to work more closely with our partners and allies on the ground.,-1,work close partner alli ground
21293,But I want to emphasize that what is at stake here is the ambitions and the aggressiveness of Russia.,-1,want emphas stake ambit aggress russia
21294,"Russia has decided that it's all in, in Syria.",1,russia decid syria
21295,"And they've also decided who they want to see become president of the United States, too, and it's not me.",-1,also decid want see becom presid unit state
21296,I've stood up to Russia.,0,stood russia
21297,"I've taken on Putin and others, and I would do that as president.",-1,taken putin other would presid
21298,"I think wherever we can cooperate with Russia, that's fine.",-1,think wherev cooper russia fine
21299,And I did as secretary of state.,1,secretari state
21300,That's how we got a treaty reducing nuclear weapons.,1,got treati reduc nuclear weapon
21301,It's how we got the sanctions on Iran that put a lid on the Iranian nuclear program without firing a single shot.,1,got sanction iran put lid iranian nuclear program without fire singl shot
21302,So I would go to the negotiating table with more leverage than we have now.,-1,would go negoti tabl leverag
21303,"But I do support the effort to investigate for crimes, war crimes committed by the Syrians and the Russians and try to hold them accountable.",-1,support effort investig crime war crime commit syrian russian tri hold account
21304,"First of all, she was there as secretary of state with the so-called line in the sand, which...",0,first secretari state call line sand
21305,"I hate to interrupt you, but at some point...",-1,hate interrupt point
21306,But you were in contact -- excuse me.,-1,contact excus
21307,"At some point, we need to do some fact-checking here.",-1,point need fact check
21308,"You were in total contact with the White House, and perhaps, sadly, Obama probably still listened to you.",0,total contact white hous perhap sadli obama probabl still listen
21309,I don't think he would be listening to you very much anymore.,-1,think would listen much anymor
21310,Obama draws the line in the sand.,-1,obama draw line sand
21311,It was laughed at all over the world what happened.,-1,laugh world happen
21312,"Now, with that being said, she talks tough against Russia.",0,said talk tough russia
21313,"But our nuclear program has fallen way behind, and they've gone wild with their nuclear program.",-1,nuclear program fallen way behind gone wild nuclear program
21314,Our government shouldn't have allowed that to happen.,-1,govern allow happen
21315,Russia is new in terms of nuclear.,-1,russia new term nuclear
21316,We're exhausted in terms of nuclear.,-1,exhaust term nuclear
21317,"Now, she talks tough, she talks really tough against Putin and against Assad.",1,talk tough talk realli tough putin assad
21318,She talks in favor of the rebels.,1,talk favor rebel
21319,She doesn't even know who the rebels are.,0,even know rebel
21320,"You know, every time we take rebels, whether it's in Iraq or anywhere else, we're arming people.",0,know everi time take rebel whether iraq anywher els arm peopl
21321,And you know what happens?,-1,know happen
21322,They end up being worse than the people.,-1,end wors peopl
21323,Look at what she did in Libya with Gadhafi.,-1,look libya gadhafi
21324,"And, by the way, ISIS has a good chunk of their oil.",1,way isi good chunk oil
21325,I'm sure you probably have heard that.,-1,sure probabl heard
21326,"Because the fact is, almost everything she's done in foreign policy has been a mistake and it's been a disaster.",-1,fact almost everyth done foreign polici mistak disast
21327,"But if you look at Russia, just take a look at Russia, and look at what they did this week, where I agree, she wasn't there, but possibly she's consulted.",-1,look russia take look russia look week agre possibl consult
21328,We sign a peace treaty.,0,sign peac treati
21329,"Well, what Russia did with Assad and, by the way, with Iran, who you made very powerful with the dumbest deal perhaps I've ever seen in the history of deal-making, the Iran deal, with the $150 billion, with the $1.7 billion in cash, which is enough to fill up this room.",1,well russia assad way iran made power dumbest deal perhap ever seen histori deal make iran deal 150 billion 1 7 billion cash enough fill room
21330,But look at that deal.,-1,look deal
21331,Iran now and Russia are now against us.,1,iran russia us
21332,So she wants to fight.,-1,want fight
21333,She wants to fight for rebels.,1,want fight rebel
21334,You don't even know who the rebels are.,-1,even know rebel
21335,And one thing I have to say.,-1,one thing say
21336,"I don't like Assad at all, but Assad is killing ISIS.",1,like assad assad kill isi
21337,And Iran is killing ISIS.,1,iran kill isi
21338,And those three have now lined up because of our weak foreign policy.,-1,three line weak foreign polici
21339,"He and I haven't spoken, and I disagree.",-1,spoken disagre
21340,I think you have to knock out ISIS.,-1,think knock isi
21341,"Right now, Syria is fighting ISIS.",1,right syria fight isi
21342,We have people that want to fight both at the same time.,-1,peopl want fight time
21343,But Syria is no longer Syria.,-1,syria longer syria
21344,"Syria is Russia and it's Iran, who she made strong and Kerry and Obama made into a very powerful nation and a very rich nation, very, very quickly, very, very quickly.",-1,syria russia iran made strong kerri obama made power nation rich nation quickli quickli
21345,I believe we have to get ISIS.,-1,believ get isi
21346,We have to worry about ISIS before we can get too much more involved.,-1,worri isi get much involv
21347,She had a chance to do something with Syria.,-1,chanc someth syria
21348,And that was the line.,-1,line
21349,"I think Aleppo is a disaster, humanitarian-wise.",-1,think aleppo disast humanitarian wise
21350,I think that it basically has fallen.,-1,think basic fallen
21351,Let me tell you something.,-1,let tell someth
21352,You take a look at Mosul.,-1,take look mosul
21353,"The biggest problem I have with the stupidity of our foreign policy, we have Mosul.",-1,biggest problem stupid foreign polici mosul
21354,They think a lot of the ISIS leaders are in Mosul.,1,think lot isi leader mosul
21355,"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.",1,announc come washington come iraq attack mosul three week four week
21356,"Well, all of these bad leaders from ISIS are leaving Mosul.",1,well bad leader isi leav mosul
21357,Why can't they do it quietly?,-1,quietli
21358,"Why can't they do the attack, make it a sneak attack, and after the attack is made, inform the American public that we've knocked out the leaders, we've had a tremendous success?",-1,attack make sneak attack attack made inform american public knock leader tremend success
21359,"Why do they have to say we're going to be attacking Mosul within the next four to six weeks, which is what they're saying?",-1,say go attack mosul within next four six week say
21360,How stupid is our country?,-1,stupid countri
21361,I can't think of any.,-1,think
21362,I can't think of any.,-1,think
21363,And I'm pretty good at it.,-1,pretti good
21364,And we have General Flynn.,0,gener flynn
21365,"And we have -- look, I have 200 generals and admirals who endorsed me.",1,look 200 gener admir endors
21366,I have 21 Congressional Medal of Honor recipients who endorsed me.,0,21 congression medal honor recipi endors
21367,We talk about it all the time.,-1,talk time
21368,"They understand, why can't they do something secretively, where they go in and they knock out the leadership?",-1,understand someth secret go knock leadership
21369,How -- why would these people stay there?,-1,would peopl stay
21370,"... for weeks -- I've been reading now for weeks about Mosul, that it's the harbor of where -- you know, between Raqqa and Mosul, this is where they think the ISIS leaders are.",1,week read week mosul harbor know raqqa mosul think isi leader
21371,Why would they be saying -- they're not staying there anymore.,-1,would say stay anymor
21372,"Because everybody's talking about how Iraq, which is us with our leadership, goes in to fight Mosul.",1,everybodi talk iraq us leadership goe fight mosul
21373,"Now, with these 200 admirals and generals, they can't believe it.",1,200 admir gener believ
21374,All I say is this.,-1,say
21375,"General George Patton, General Douglas MacArthur are spinning in their grave at the stupidity of what we're doing in the Middle East.",-1,gener georg patton gener dougla macarthur spin grave stupid middl east
21376,I would not use American ground forces in Syria.,-1,would use american ground forc syria
21377,I think that would be a very serious mistake.,-1,think would seriou mistak
21378,"I don't think American troops should be holding territory, which is what they would have to do as an occupying force.",-1,think american troop hold territori would occupi forc
21379,I don't think that is a smart strategy.,-1,think smart strategi
21380,"I do think the use of special forces, which we're using, the use of enablers and trainers in Iraq, which has had some positive effects, are very much in our interests, and so I do support what is happening, but let me just...",1,think use special forc use use enabl trainer iraq posit effect much interest support happen let
21381,"Well, Martha, I hope that by the time I -- if I'm fortunate...",-1,well martha hope time fortun
21382,I hope by the time I am president that we will have pushed ISIS out of Iraq.,-1,hope time presid push isi iraq
21383,I do think that there is a good chance that we can take Mosul.,-1,think good chanc take mosul
21384,"And, you know, Donald says he knows more about ISIS than the generals.",1,know donald say know isi gener
21385,"There are a lot of very important planning going on, and some of it is to signal to the Sunnis in the area, as well as Kurdish Peshmerga fighters, that we all need to be in this.",-1,lot import plan go signal sunni area well kurdish peshmerga fighter need
21386,And that takes a lot of planning and preparation.,-1,take lot plan prepar
21387,I would go after Baghdadi.,-1,would go baghdadi
21388,"I would specifically target Baghdadi, because I think our targeting of Al Qaida leaders -- and I was involved in a lot of those operations, highly classified ones -- made a difference.",0,would specif target baghdadi think target al qaida leader involv lot oper highli classifi one made differ
21389,So I think that could help.,-1,think could help
21390,I would also consider arming the Kurds.,-1,would also consid arm kurd
21391,"The Kurds have been our best partners in Syria, as well as Iraq.",1,kurd best partner syria well iraq
21392,"And I know there's a lot of concern about that in some circles, but I think they should have the equipment they need so that Kurdish and Arab fighters on the ground are the principal way that we take Raqqa after pushing ISIS out of Iraq.",-1,know lot concern circl think equip need kurdish arab fighter ground princip way take raqqa push isi iraq
21393,"She went over a minute over, and you don't stop her.",0,went minut stop
21394,"When I go one second over, it's like a big deal.",-1,go one second like big deal
21395,It's really -- it's really very interesting.,-1,realli realli interest
21396,"I mean, she calls our people deplorable, a large group, and irredeemable.",1,mean call peopl deplor larg group irredeem
21397,I will be a president for all of our people.,-1,presid peopl
21398,And I'll be a president that will turn our inner cities around and will give strength to people and will give economics to people and will bring jobs back.,-1,presid turn inner citi around give strength peopl give econom peopl bring job back
21399,"Because NAFTA, signed by her husband, is perhaps the greatest disaster trade deal in the history of the world.",1,nafta sign husband perhap greatest disast trade deal histori world
21400,It stripped us of manufacturing jobs.,1,strip us manufactur job
21401,"And now she wants to sign TPP, even though she says now she's for it.",1,want sign tpp even though say
21402,She called it the gold standard.,1,call gold standard
21403,"And by the way, at the last debate, she lied, because it turned out that she did say the gold standard and she said she didn't say it.",1,way last debat lie turn say gold standard said say
21404,They actually said that she lied.,1,actual said lie
21405,But she's lied about a lot of things.,1,lie lot thing
21406,"I would be a president for all of the people, African- Americans, the inner cities.",-1,would presid peopl african american inner citi
21407,Devastating what's happening to our inner cities.,-1,devast happen inner citi
21408,She's been talking about it for years.,0,talk year
21409,"As usual, she talks about it, nothing happens.",-1,usual talk noth happen
21410,She doesn't get it done.,-1,get done
21411,"Same with the Latino Americans, the Hispanic Americans.",-1,latino american hispan american
21412,"They talk, they don't get it done.",-1,talk get done
21413,You go into the inner cities and -- you see it's 45 percent poverty.,1,go inner citi see 45 percent poverti
21414,African- Americans now 45 percent poverty in the inner cities.,1,african american 45 percent poverti inner citi
21415,The education is a disaster.,-1,educ disast
21416,"I mean, it's -- you know, and I've been saying at big speeches where I have 20,000 and 30,000 people, what do you have to lose?",0,mean know say big speech 20 000 30 000 peopl lose
21417,It can't get any worse.,-1,get wors
21418,And she's been talking about the inner cities for 25 years.,1,talk inner citi 25 year
21419,Nothing's going to ever happen.,-1,noth go ever happen
21420,"Let me tell you, if she's president of the United States, nothing's going to happen.",-1,let tell presid unit state noth go happen
21421,It's just going to be talk.,-1,go talk
21422,"And all of her friends, the taxes we were talking about, and I would just get it by osmosis.",-1,friend tax talk would get osmosi
21423,She's not doing any me favors.,-1,favor
21424,"But by doing all the others' favors, she's doing me favors.",-1,other favor favor
21425,"But I will tell you, she's all talk.",-1,tell talk
21426,All you have to do is take a look at her Senate run.,-1,take look senat run
21427,Take a look at upstate New York.,-1,take look upstat new york
21428,It turned out to be a disaster.,-1,turn disast
21429,"Well, 67 percent of the people voted to re-elect me when I ran for my second term, and I was very proud and very humbled by that.",1,well 67 percent peopl vote elect ran second term proud humbl
21430,"Mr. Carter, I have tried my entire life to do what I can to support children and families.",-1,mr carter tri entir life support children famili
21431,"You know, right out of law school, I went to work for the Children's Defense Fund.",0,know right law school went work children defens fund
21432,"And Donald talks a lot about, you know, the 30 years I've been in public service.",0,donald talk lot know 30 year public servic
21433,"You know, I started off as a young lawyer working against discrimination against African-American children in schools and in the criminal justice system.",0,know start young lawyer work discrimin african american children school crimin justic system
21434,"I worked to make sure that kids with disabilities could get a public education, something that I care very much about.",1,work make sure kid disabl could get public educ someth care much
21435,I have worked with Latinos -- one of my first jobs in politics was down in south Texas registering Latino citizens to be able to vote.,0,work latino one first job polit south texa regist latino citizen abl vote
21436,"So I have a deep devotion, to use your absolutely correct word, to making sure that an every American feels like he or she has a place in our country.",-1,deep devot use absolut correct word make sure everi american feel like place countri
21437,"And I think when you look at the letters that I get, a lot of people are worried that maybe they wouldn't have a place in Donald Trump's America.",0,think look letter get lot peopl worri mayb would place donald trump america
21438,"They write me, and one woman wrote me about her son, Felix.",0,write one woman wrote son felix
21439,She adopted him from Ethiopia when he was a toddler.,0,adopt ethiopia toddler
21440,He's 10 years old now.,0,10 year old
21441,This is the only one country he's ever known.,0,one countri ever known
21442,"And he listens to Donald on TV and he said to his mother one day, will he send me back to Ethiopia if he gets elected?",0,listen donald tv said mother one day send back ethiopia get elect
21443,"You know, children listen to what is being said.",-1,know children listen said
21444,"To go back to the very, very first question.",-1,go back first question
21445,"And there's a lot of fear -- in fact, teachers and parents are calling it the Trump effect.",1,lot fear fact teacher parent call trump effect
21446,"A lot of people are feeling, you know, uneasy.",-1,lot peopl feel know uneasi
21447,A lot of kids are expressing their concerns.,-1,lot kid express concern
21448,"So, first and foremost, I will do everything I can to reach out to everybody.",-1,first foremost everyth reach everybodi
21449,"Democrats, Republicans, independents, people across our country.",-1,democrat republican independ peopl across countri
21450,"If you don't vote for me, I still want to be your president.",-1,vote still want presid
21451,I want to be the best president I can be for every American.,-1,want best presid everi american
21452,"Well, within hours I said that I was sorry about the way I talked about that, because my argument is not with his supporters.",0,well within hour said sorri way talk argument support
21453,"It's with him and with the hateful and divisive campaign that he has run, and the inciting of violence at his rallies, and the very brutal kinds of comments about not just women, but all Americans, all kinds of Americans.",-1,hate divis campaign run incit violenc ralli brutal kind comment women american kind american
21454,"And what he has said about African-Americans and Latinos, about Muslims, about POWs, about immigrants, about people with disabilities, he's never apologized for.",1,said african american latino muslim pow immigr peopl disabl never apolog
21455,And so I do think that a lot of the tone and tenor that he has said -- I'm proud of the campaign that Bernie Sanders and I ran.,-1,think lot tone tenor said proud campaign berni sander ran
21456,"We ran a campaign based on issues, not insults.",-1,ran campaign base issu insult
21457,And he is supporting me 100 percent.,1,support 100 percent
21458,Because we talked about what we wanted to do.,-1,talk want
21459,"We might have had some differences, and we had a lot of debates...",0,might differ lot debat
21460,... but we believed that we could make the country better.,-1,believ could make countri better
21461,And I was proud of that.,-1,proud
21462,We have a divided nation.,-1,divid nation
21463,We have a very divided nation.,0,divid nation
21464,"You look at the violence that's taking place in the inner cities, Chicago, you take a look at Washington, D.C.",-1,look violenc take place inner citi chicago take look washington c
21465,"We have an increase in murder within our cities, the biggest in 45 years.",1,increas murder within citi biggest 45 year
21466,"We have a divided nation, because people like her -- and believe me, she has tremendous hate in her heart.",-1,divid nation peopl like believ tremend hate heart
21467,"And when she said deplorables, she meant it.",-1,said deplor meant
21468,"And when she said irredeemable, they're irredeemable, you didn't mention that, but when she said they're irredeemable, to me that might have been even worse.",-1,said irredeem irredeem mention said irredeem might even wors
21469,She's got tremendous -- she's got tremendous hatred.,-1,got tremend got tremend hatr
21470,"And this country cannot take another four years of Barack Obama, and that's what you're getting with her.",-1,countri take anoth four year barack obama get
21471,"No, there wasn't check out a sex tape.",1,check sex tape
21472,It was just take a look at the person that she built up to be this wonderful Girl Scout who was no Girl Scout.,0,take look person built wonder girl scout girl scout
21473,"By the way, just so you understand, when she said 3 o'clock in the morning, take a look at Benghazi.",-1,way understand said 3 clock morn take look benghazi
21474,She said who is going to answer the call at 3 o'clock in the morning?,0,said go answer call 3 clock morn
21475,"She didn't answer it, because when Ambassador Stevens...",1,answer ambassador steven
