Sentence_id,Text,Verdict
18001,people get so tired of politics.,-1
18002,We ought to do the same with Medicare.,-1
18003,Maybe we can make a deal here tonight.,-1
18004,Let me tell you what we have done.,-1
18005,We have concluded with Japan 21 -- about to be 22 -- trade agreements now.,1
18006,"And since we did that, in the areas where we concluded, trade agreements or exports to Japan have gone up by 85 percent in the last four years and our trade deficit with Japan has gone down.",1
18007,Until about five months ago the Japanese economy was in a deep recession.,1
18008,"It's coming back now, so they can buy even more American products, and I think it will go down more.",-1
18009,But I'm very -- that's one of the real success stories here of the work we've done.,-1
18010,We're selling Japanese rice from California for the first time.,1
18011,I visited a Chrysler dealership in Tokyo.,0
18012,"I visited a Jeep plant, oldest plant in America, a plant in Toledo, Ohio, where they're going to export 41,000 right hand drive Jeeps this year, and they've got 700 new jobs because of it.",1
18013,There's no easy way to do this when you're dealing with an economy that's traditionally been more closed than one that's traditionally been more open.,-1
18014,"You have to gut it out, issue by issue by issue.",-1
18015,"We agreed in principle on an insurance agreement, and we're working on three or four other areas now, but the way you have to do it is make sure you're competitive.",0
18016,"We're the most competitive country in the world now, and then just fight to open those markets and go try to make the sale, and that's what our trade ambassador our commerce secretary and all the other people in our administration are trying to do.",-1
18017,"Well, the bottom line is we have to stop exporting jobs here.",-1
18018,"There are 357, 000 good jobs -- manufacturing jobs, which are lost.",1
18019,And I assume some of those are because of our trading partners.,-1
18020,We didn't have access to their markets.,1
18021,We ought to insist on access.,-1
18022,"If we don't have access to their markets the same way they've access our markets, we ought to say, ""Wait, that's enough.",-1
18023,"When you give us access, we'll give you access.""",-1
18024,"It's very hard to get into the Japan market, as everybody knows.",-1
18025,They want to get into our market.,1
18026,"They sell a lot of automobiles here, create a lot of jobs -- those who sell exports.",0
18027,"And that's very important to the economy, but I think we want to make certain.",-1
18028,I supported the President's trade policy.,1
18029,But we got to be more aggressive.,-1
18030,"Once you have a policy, then you have to go out and be aggressive and enforce that policy.",-1
18031,There are American jobs that are being lost.,-1
18032,This is what Ross Perot complains about.,-1
18033,"And I'd say to the Reform party, take a look at the Republican party.",-1
18034,"We're the reform party, and we're going to make things better, and one of the things we're going to do is stop exporting jobs.",-1
18035,"Let me say again, we've had over 200 separate trade agreements in the last four years.",1
18036,"By far, the largest number in American history -- not just the big ones you read about, but a lot of smaller ones.",1
18037,And now what we have to do is to focus on those things we're real good at and make sure we're getting a fair deal.,-1
18038,"We just had a pretty serious dispute with China because they were copying our CDs, and costing thousands of jobs in places like California.",1
18039,"So we have -- as we said, if you want to keep doing business and selling your products over here, you're going to have to quit pirating our CDs, and they agreed to do things and verify that they had done it, which will make the problem much better.",1
18040,There is not a simple answer.,-1
18041,"You have to work on this day in and day out, every month ,every year, every issue, to make sure that we have not only free trade but fair trade.",-1
18042,I'm proud that we're better off on that than we were four years ago.,-1
18043,"Well no doubt about it, our founding fathers had a great deal of wisdom.",-1
18044,"In addition to what you mentioned, they also were concerned about this all-powerful central government in Washington, D.C., that'd in effect confiscate your property, so -- I carry it in my pocket -- I can't pull it out or I'd violate the rules -- a copy of the Tenth Amendment which says we ought to return power to the states and the people, the people here.",-1
18045,You ought to make more decisions.,-1
18046,"Honor, duty, and country, that's what America is all about.",-1
18047,"Certainly the President of the United States, the highest office in the world, the most important office in the world, has a responsibility to young people, as we talked about earlier.",-1
18048,"And when it comes to public ethics, he has a responsibility.",-1
18049,"And you have 30-some in your administration, either left or being investigated or in jail or whatever, then you've got an ethical problem.",1
18050,This is public ethics; I'm not talking about private ethics.,-1
18051,"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.",1
18052,There are 900 sequestered in the White House.,1
18053,Why should they be rifling through your files?,-1
18054,The president has a great responsibility.,0
18055,That's one that I understand and certainly will carry out.,-1
18056,"This is the most religious, great country in history.",-1
18057,"And yet, interestingly enough, we have the most religious freedom of any country in the world, including the freedom not to believe.",0
18058,"And now we have all these people just up the road in Los Angeles County, we have people from 150 different racial and ethnic groups and tons of different religions, but the fundamental tenets of virtually every religion are the same, and what I try to do is to support policies that would respect religion and then help parents inculcate those values to their children.",1
18059,Let me very briefly give you some examples.,-1
18060,"One of my proudest moments was signing the Religious Freedom Restoration Act, that says the government has got to bend over backwards before we interfere with religious practice.",-1
18061,"So I changed the Justice Department's effort to get a church to pay back a man tithe, because he was bankrupt when he gave it.",1
18062,"I have supported character education programs in our schools, drug-free schools programs.",0
18063,"I supported giving parents a V-chip on their television so if they don't want their young kids to watch things they shouldn't watch, they wouldn't have to.",1
18064,"That is the kind of thing we have to do, give people like you and our families the power to give those values to our children.",-1
18065,"I think it's -- before I came in, my wife and daughter and I had a prayer.",0
18066,"Because it's God's will, whatever happens.",-1
18067,"It's God's will, it'll happen.",-1
18068,"The constitutional amendment for voluntary prayer in school, in my view would be a great idea.",-1
18069,I support it; the president opposes it.,-1
18070,"It seems to me the president, whoever the president may be, this is one of his highest responsibilities.",-1
18071,People look to the President of the United States more than any other person in America.,-1
18072,"And that's the way it's always been, and that's the way it always will be.",-1
18073,"I want to answer your question, but let me say one other thing.",-1
18074,"We don't need a constitutional amendment for kids to pray, and what I did was to have the justice department and the education department for the first time ever issue a set of guidelines that we gave to every school in America, saying that children could not be interfered with in religious advocacy when they were praying, when they were doing whatever they could do under the constitution, just because they were on a public school ground, and I think anyone who's experienced this will tell you that our administration has done more than any in years to clarify the freedom of religion in the public square, including in the public schools.",1
18075,"Now, I think I have to let Senator Dole speak for himself.",-1
18076,It wouldn't be fair for me to do that.,-1
18077,"I would wind up -- I mean, it's the last question and I would mischaracterize it to try to make you happy.",-1
18078,Let me tell you what I feel.,-1
18079,"We have a lot of differences in our country, and some of us believe that other people's decisions are wrong, even immoral.",-1
18080,"But under our constitution, if you show up tomorrow and obey the law, and you work hard and you do what you're supposed to do, you are entitled to equal treatment.",-1
18081,That's the way the system works.,-1
18082,"All over the world, people are being torn apart -- Bosnia, the Middle East, Northern Ireland, Rwanda, Burundi -- you name it -- because of all their differences.",-1
18083,We still have some of that hatred inside us.,-1
18084,You see it in the church burnings.,-1
18085,"And one of the things I've tried hardest to do is to tell the American people that we have to get beyond that, we have to understand that we're stronger when we unite around shared values instead of being divided by our differences.",-1
18086,"Well, I hope I made my answer clear.",-1
18087,I said I'm opposed to discrimination.,0
18088,You know we've suffered discrimination in the disability community.,-1
18089,There are 43 million of us.,1
18090,And I can recall cases where people would cross the street rather than meet somebody in a wheelchair.,-1
18091,So we want to end discrimination.,-1
18092,I think that answers itself.,-1
18093,And I would just say that it seems to me that that's the way it ought to be.,-1
18094,"We shouldn't discriminate -- race, color, whatever -- life-style, disability.",-1
18095,And we're all proud of it.,-1
18096,But we're not there yet.,-1
18097,"What we need is good, strong leadership going in the next century.",-1
18098,"I'm sorry we didn't have a foreign policy question, because just this week Secretary Christopher said, ""Well, we really didn't know much the first couple of years about foreign policy.""",-1
18099,Now that was quite an admission.,-1
18100,"It underscores what I had to say in the Hartford debate, that there is really no foreign policy in this administration.",-1
18101,"It's sort of ad hoc, just whatever comes up, we'll deal with it.",-1
18102,"Unfortunately, we didn't have more questions on that.",0
18103,"Let me say again, there is no more important responsibility for the president than to say if you believe in the constitution, the Bill of Rights, and the Declaration of Independence, that's all we need to know.",-1
18104,And you can be part of our America and you can walk across that bridge to the 21st century with us.,-1
18105,And we are not well served when we attack each other in a kind of ad hominem way.,-1
18106,"We need to be disagreeing on ideas, honestly, and talking about the future.",-1
18107,The future will be the greatest time in this country's history if we can beat this division that is bedeviling the whole rest of the world.,-1
18108,"Well, let me thank everybody here at the University and, Jim, thank you.",-1
18109,This is what it's all about.,-1
18110,It's not about President Clinton.,-1
18111,It's about selecting a president of the United States.,-1
18112,So we have our differences.,-1
18113,We should have our differences.,-1
18114,We all agreed it would be a pretty dull place.,-1
18115,We should have more debates.,-1
18116,Maybe we will have another debate on the economy.,-1
18117,But I would just say this.,-1
18118,"This is the highest honor that I have ever had in my life, to think that somebody from Russell, Kansas, somebody who grew up living in a basement apartment, someone whose parents didn't finish high school, somebody who spent about 39 months in hospitals after World War II, someone who uses a buttonhook every day to get dressed.",0
18119,"Somebody who understands that there're real Americans out there with real problems, whether soccer moms, or the single parents, the families or the seniors, or people with disabilities, whoever it may be.",-1
18120,There are some very fundamental differences in this campaign.,-1
18121,"President Clinton opposes term limits, President Clinton opposes a constitutional amendment to balance the budget.",1
18122,President Clinton opposes voluntary prayer amendment.,1
18123,Opposes an amendment to protect the flag of the United States of America.,1
18124,Couple of service men here.,0
18125,"They sacrifice, they give everything for America.",-1
18126,We ought to protect the American flag with a constitutional amendment.,-1
18127,But beyond that we need to address the economy.,-1
18128,I will just say my time is running out here.,-1
18129,It's a very proud moment for me.,-1
18130,What I want the voters to do is to make a decision.,-1
18131,And I want them to be proud of their vote in the years ahead.,-1
18132,Proud that they voted for the right candidate.,-1
18133,Proud that they voted hopefully for me.,-1
18134,"And I'll just make you one promise, my word is good.",-1
18135,Democrats and Republicans said Bob Dole's word is good.,0
18136,I promise you the economy is going to get better.,-1
18137,We're going into the next century a better America.,-1
18138,"And thank you, ladies and gentlemen, and all the people who are watching.",-1
18139,One thing I would like to say is I agree with what Senator Dole said.,-1
18140,"It's a remarkable thing in a country like ours, a man who grew up in Russell, Kansas, and one who was born to a widowed mother in Hope, Arkansas, could wind up running for president.",-1
18141,Could have a chance to serve as president.,-1
18142,First thing I want to say is thank you for giving me the chance to be president.,-1
18143,This election is about two different visions about how we should go into the 21st Century.,-1
18144,"Would we be better off as I believe, working together to give each other the tools we need to make the most of our God-given potential, or are we better off saying, you're on your own?",-1
18145,Would we be better off building that bridge to the future together so we can all walk across it or saying you can get across yourself?,-1
18146,"If you don't agree -- leave this room with anything else tonight and if the people watching us don't leave with anything else, I hope you will leave with this.",-1
18147,This is a real important election.,-1
18148,"The world is changing dramatically in how we work and how we live, how we relate to each other, huge changes.",-1
18149,And the decisions we make will have enormous practical consequences.,-1
18150,So we've talked about our responsibility tonight.,-1
18151,"I want to talk about your responsibility, and your responsibility.",-1
18152,Your responsibility is to show up on November the 5th.,-1
18153,"Because you're going to decide whether we're going to balance the budget now, but protect Medicare, Medicaid, education and the environment.",-1
18154,"You will decide whether we're going to keep fighting crime with a Brady Bill, assault weapons and finish putting those 100,000 police.",-1
18155,Whether we're going to move a million people from welfare to work.,-1
18156,Whether we're going to give our families more protection for their kids against drugs and tobacco and gangs and guns.,-1
18157,Whether we're going to give our children a world-class education.,-1
18158,Where every eight-year-old can read.,-1
18159,Every 12-year-old can log in on the Internet.,0
18160,Every 18-year-old can go to college.,-1
18161,If we do those things we will build that bridge to the 21st Century and the greatest country in history will be even greater.,-1
18162,And thank you for agreeing to moderate this debate this evening.,-1
18163,Thank you to Lynn University for welcoming us here.,-1
18164,"And Mr. President, it's good to be with you again.",-1
18165,"We were together at a humorous event a little earlier, and it's nice to maybe funny this time, not on purpose.",0
18166,"This is obviously an area of great concern to the entire world, and to America in particular, which is to see a -- a complete change in the -- the structure and the -- the environment in the Middle East.",-1
18167,"With the Arab Spring, came a great deal of hope that there would be a change towards more moderation, and opportunity for greater participation on the part of women in public life, and in economic life in the Middle East.",-1
18168,"But instead, we've seen in nation after nation, a number of disturbing events.",-1
18169,"Of course we see in Syria, 30,000 civilians having been killed by the military there.",1
18170,"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.",1
18171,Our hearts and -- and minds go out to them.,-1
18172,"Mali has been taken over, the northern part of Mali by al-Qaeda type individuals.",1
18173,"We have in -- in Egypt, a Muslim Brotherhood president.",1
18174,And so what we're seeing is a pretty dramatic reversal in the kind of hopes we had for that region.,-1
18175,"Of course the greatest threat of all is Iran, four years closer to a nuclear weapon.",-1
18176,And -- and we're going to have to recognize that we have to do as the president has done.,-1
18177,I congratulate him on -- on taking out Osama bin Laden and going after the leadership in al-Qaeda.,0
18178,But we can't kill our way out of this mess.,-1
18179,"We're going to have to put in place a very comprehensive and robust strategy to help the -- the world of Islam and other parts of the world, reject this radical violent extremism, which is -- it's certainly not on the run.",-1
18180,"This is a group that is now involved in 10 or 12 countries, and it presents an enormous threat to our friends, to the world, to America, long term, and we must have a comprehensive strategy to help reject this kind of extremism.",1
18181,"Well, my first job as commander in chief, Bob, is to keep the American people safe.",-1
18182,And that's what we've done over the last four years.,0
18183,"We ended the war in Iraq, refocused our attention on those who actually killed us on 9/11.",0
18184,"And as a consequence, Al Qaeda's core leadership has been decimated.",1
18185,"In addition, we're now able to transition out of Afghanistan in a responsible way, making sure that Afghans take responsibility for their own security.",-1
18186,And that allows us also to rebuild alliances and make friends around the world to combat future threats.,-1
18187,"Now with respect to Libya, as I indicated in the last debate, when we received that phone call, I immediately made sure that, number one, that we did everything we could to secure those Americans who were still in harm's way; number two, that we would investigate exactly what happened, and number three, most importantly, that we would go after those who killed Americans and we would bring them to justice.",1
18188,And that's exactly what we're going to do.,-1
18189,But I think it's important to step back and think about what happened in Libya.,-1
18190,"Keep in mind that I and Americans took leadership in organizing an international coalition that made sure that we were able to, without putting troops on the ground at the cost of less than what we spent in two weeks in Iraq, liberate a country that had been under the yoke of dictatorship for 40 years.",1
18191,"Got rid of a despot who had killed Americans and as a consequence, despite this tragedy, you had tens of thousands of Libyans after the events in Benghazi marching and saying America is our friend.",1
18192,Now that represents the opportunity we have to take advantage of.,-1
18193,"And, you know, Governor Romney, I'm glad that you agree that we have been successful in going after Al Qaida, but I have to tell you that, you know, your strategy previously has been one that has been all over the map and is not designed to keep Americans safe or to build on the opportunities that exist in the Middle East.",-1
18194,"Well, my strategy is pretty straightforward, which is to go after the bad guys, to make sure we do our very best to interrupt them, to -- to kill them, to take them out of the picture.",-1
18195,But my strategy is broader than that.,-1
18196,"That's -- that's important, of course.",-1
18197,But the key that we're going to have to pursue is a -- is a pathway to get the Muslim world to be able to reject extremism on its own.,-1
18198,"We don't want another Iraq, we don't want another Afghanistan.",-1
18199,That's not the right course for us.,-1
18200,"The right course for us is to make sure that we go after the -- the people who are leaders of these various anti-American groups and these -- these jihadists, but also help the Muslim world.",-1
18201,And how do we do that?,-1
18202,"A group of Arab scholars came together, organized by the U.N., to look at how we can help the -- the world reject these -- these terrorists.",0
18203,And the answer they came up with was this:,-1
18204,"We should key our foreign aid, our direct foreign investment, and that of our friends, we should coordinate it to make sure that we -- we push back and give them more economic development.",-1
18205,"Number four, the rule of law.",-1
18206,We have to help these nations create civil societies.,-1
18207,"But what's been happening over the last couple of years is, as we've watched this tumult in the Middle East, this rising tide of chaos occur, you see Al Qaida rushing in, you see other jihadist groups rushing in.",1
18208,And -- and they're throughout many nations in the Middle East.,0
18209,"It's wonderful that Libya seems to be making some progress, despite this terrible tragedy.",-1
18210,"But next door, of course, we have Egypt.",0
18211,"Libya's 6 million population; Egypt, 80 million population.",1
18212,We want -- we want to make sure that we're seeing progress throughout the Middle East.,-1
18213,"With Mali now having North Mali taken over by Al Qaida; with Syria having Assad continuing to -- to kill, to murder his own people, this is a region in tumult.",1
18214,"And, of course, Iran on the path to a nuclear weapon, we've got real (inaudible).",1
18215,"Governor Romney, I'm glad that you recognize that Al Qaida is a threat, because a few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia, not Al Qaida; you said Russia, in the 1980s, they're now calling to ask for their foreign policy back because, you know, the Cold War's been over for 20 years.",1
18216,"But Governor, when it comes to our foreign policy, you seem to want to import the foreign policies of the 1980s, just like the social policies of the 1950s and the economic policies of the 1920s.",0
18217,You say that you're not interested in duplicating what happened in Iraq.,-1
18218,"But just a few weeks ago, you said you think we should have more troops in Iraq right now.",1
18219,"And the -- the challenge we have -- I know you haven't been in a position to actually execute foreign policy -- but every time you've offered an opinion, you've been wrong.",-1
18220,"You said we should have gone into Iraq, despite that fact that there were no weapons of mass destruction.",1
18221,You said that we should still have troops in Iraq to this day.,1
18222,"You indicated that we shouldn't be passing nuclear treaties with Russia despite the fact that 71 senators, Democrats and Republicans, voted for it.",1
18223,"You said that, first, we should not have a timeline in Afghanistan.",1
18224,Then you said we should.,0
18225,"Now you say maybe or it depends, which means not only were you wrong, but you were also confusing in sending mixed messages both to our troops and our allies.",-1
18226,"So, what -- what we need to do with respect to the Middle East is strong, steady leadership, not wrong and reckless leadership that is all over the map.",-1
18227,"And unfortunately, that's the kind of opinions that you've offered throughout this campaign, and it is not a recipe for American strength, or keeping America safe over the long haul.",-1
18228,"Well, of course I don't concur with what the president said about my own record and the things that I've said.",-1
18229,They don't happen to be accurate.,-1
18230,"But -- but I can say this, that we're talking about the Middle East and how to help the Middle East reject the kind of terrorism we're seeing, and the rising tide of tumult and -- and confusion.",-1
18231,And -- and attacking me is not an agenda.,-1
18232,"Attacking me is not talking about how we're going to deal with the challenges that exist in the Middle East, and take advantage of the opportunity there, and stem the tide of this violence.",-1
18233,"First of all, Russia I indicated is a geopolitical foe.",1
18234,"It's a geopolitical foe, and I said in the same -- in the same paragraph I said, and Iran is the greatest national security threat we face.",1
18235,Russia does continue to battle us in the U.N. time and time again.,1
18236,I have clear eyes on this.,-1
18237,"I'm not going to wear rose-colored glasses when it comes to Russia, or Mr. Putin.",-1
18238,"And I'm certainly not going to say to him, I'll give you more flexibility after the election.",-1
18239,"After the election, he'll get more backbone.",-1
18240,"Number two, with regards to Iraq, you and I agreed I believe that there should be a status of forces agreement.",0
18241,You didn't want a status of...,-1
18242,"What I would not have had done was left 10,000 troops in Iraq that would tie us down.",1
18243,And that certainly would not help us in the Middle East.,-1
18244,"I'm sorry, you actually -- there was a -- there was an effort on the part of the president to have a status of forces agreement, and I concurred in that, and said that we should have some number of troops that stayed on.",1
18245,That was something I concurred with...,1
18246,That was my posture as well.,-1
18247,"You thought it should have been 5,000 troops...",1
18248,"I thought there should have been more troops, but you know what?",-1
18249,The answer was we got...,-1
18250,... no troops through whatsoever.,1
18251,This was just a few weeks ago that you indicated that we should still have troops in Iraq.,1
18252,...that's a -- I indicated...,-1
18253,...I indicated that you failed to put in place a status...,0
18254,...of forces agreement at the end of the conflict that existed.,-1
18255,Governor -- here -- here's -- here's one thing...,-1
18256,...here's one thing I've learned as commander in chief.,-1
18257,"You've got to be clear, both to our allies and our enemies, about where you stand and what you mean.",-1
18258,You just gave a speech a few weeks ago in which you said we should still have troops in Iraq.,1
18259,That is not a recipe for making sure that we are taking advantage of the opportunities and meeting the challenges of the Middle East.,-1
18260,"Now, it is absolutely true that we cannot just meet these challenges militarily.",-1
18261,"And so what I've done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts.",0
18262,"Number two, make sure that they are standing by our interests in Israel's security, because it is a true friend and our greatest ally in the region.",-1
18263,"Number three, we do have to make sure that we're protecting religious minorities and women because these countries can't develop unless all the population, not just half of it, is developing.",-1
18264,"Number four, we do have to develop their economic -- their economic capabilities.",-1
18265,"But number five, the other thing that we have to do is recognize that we can't continue to do nation building in these regions.",-1
18266,Part of American leadership is making sure that we're doing nation building here at home.,-1
18267,That will help us maintain the kind of American leadership that we need.,-1
18268,"What we've done is organize the international community, saying Assad has to go.",1
18269,We've mobilized sanctions against that government.,1
18270,We have made sure that they are isolated.,0
18271,"We have provided humanitarian assistance and we are helping the opposition organize, and we're particularly interested in making sure that we're mobilizing the moderate forces inside of Syria.",1
18272,"But ultimately, Syrians are going to have to determine their own future.",-1
18273,"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.",1
18274,"This -- what we're seeing taking place in Syria is heartbreaking, and that's why we are going to do everything we can to make sure that we are helping the opposition.",-1
18275,"But we also have to recognize that, you know, for us to get more entangled militarily in Syria is a serious step, and we have to do so making absolutely certain that we know who we are helping; that we're not putting arms in the hands of folks who eventually could turn them against us or allies in the region.",-1
18276,And I am confident that Assad's days are numbered.,-1
18277,"But what we can't do is to simply suggest that, as Governor Romney at times has suggested, that giving heavy weapons, for example, to the Syrian opposition is a simple proposition that would lead us to be safer over the long term.",1
18278,"Well, let's step back and talk about what's happening in Syria and how important it is.",-1
18279,"First of all, 30,000 people being killed by their government is a humanitarian disaster.",1
18280,"Secondly, Syria is an opportunity for us because Syria plays an important role in the Middle East, particularly right now.",-1
18281,Syria is Iran's only ally in the Arab world.,1
18282,It's their route to the sea.,0
18283,"It's the route for them to arm Hezbollah in Lebanon, which threatens, of course, our ally, Israel.",-1
18284,And so seeing Syria remove Assad is a very high priority for us.,-1
18285,"Number two, seeing a -- a replacement government being responsible people is critical for us.",-1
18286,"And finally, we don't want to have military involvement there.",1
18287,We don't want to get drawn into a military conflict.,-1
18288,"And so the right course for us, is working through our partners and with our own resources, to identify responsible parties within Syria, organize them, bring them together in a -- in a form of -- if not government, a form of -- of -- of council that can take the lead in Syria.",-1
18289,And then make sure they have the arms necessary to defend themselves.,-1
18290,We do need to make sure that they don't have arms that get into the -- the wrong hands.,-1
18291,Those arms could be used to hurt us down the road.,-1
18292,"We need to make sure as well that we coordinate this effort with our allies, and particularly with -- with Israel.",-1
18293,"But the Saudi's and the Qatari, and -- and the Turks are all very concerned about this.",-1
18294,They're willing to work with us.,1
18295,"We need to have a very effective leadership effort in Syria, making sure that the -- the insurgent there are armed and that the insurgents that become armed, are people who will be the responsible parties.",-1
18296,Recognize -- I believe that Assad must go.,-1
18297,I believe he will go.,-1
18298,"But I believe -- we want to make sure that we have the relationships of friendship with the people that take his place, steps that in the years to come we see Syria as a -- as a friend, and Syria as a responsible party in the Middle East.",-1
18299,This -- this is a critical opportunity for America.,-1
18300,"And what I'm afraid of is we've watched over the past year or so, first the president saying, well we'll let the U.N. deal with it.",-1
18301,"And Assad -- excuse me, Kofi Annan came in and said we're going to try to have a ceasefire.",0
18302,"Then it went to the Russians and said, let's see if you can do something.",0
18303,We are playing the leadership role.,-1
18304,We organized the Friends of Syria.,0
18305,"We are mobilizing humanitarian support, and support for the opposition.",1
18306,But going back to Libya -- because this is an example of how we make choices.,-1
18307,"When we went in to Libya, and we were able to immediately stop the massacre there, because of the unique circumstances and the coalition that we had helped to organize.",1
18308,We also had to make sure that Moammar Gadhafi didn't stay there.,-1
18309,"And to the governor's credit, you supported us going into Libya and the coalition that we organized.",1
18310,"But when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle.",1
18311,And so we were going to make sure that we finished the job.,-1
18312,That's part of the reason why the Libyans stand with us.,-1
18313,"But we did so in a careful, thoughtful way, making certain that we knew who we were dealing with, that those forces of moderation on the ground were ones that we could work with, and we have to take the same kind of steady, thoughtful leadership when it comes to Syria.",-1
18314,That's exactly what we're doing.,-1
18315,I don't want to have our military involved in Syria.,-1
18316,I don't think there is a necessity to put our military in Syria at this stage.,-1
18317,I don't anticipate that in the future.,-1
18318,"As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible.",1
18319,"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.",-1
18320,But I do not want to see a military involvement on the part of our -- of our troops.,-1
18321,And this isn't -- this isn't going to be necessary.,-1
18322,"We -- we have, with our partners in the region, we have sufficient resources to support those groups.",1
18323,"But look, this has been going on for a year.",1
18324,This is a time -- this should have been a time for American leadership.,-1
18325,"We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties; to find responsible parties.",-1
18326,"As you hear from intelligence sources even today, the -- the insurgents are highly disparate.",-1
18327,"They haven't formed a unity group, a council of some kind.",-1
18328,America can help that happen.,-1
18329,And we need to make sure they have the arms they need to carry out the very important role which is getting rid of Assad.,-1
18330,"Well, I'll -- I'll be very quick.",-1
18331,What you just heard Governor Romney said is he doesn't have different ideas.,-1
18332,And that's because we're doing exactly what we should be doing to try to promote a moderate Syrian leadership and a -- an effective transition so that we get Assad out.,-1
18333,That's the kind of leadership we've shown.,-1
18334,That's the kind of leadership we'll continue to show.,-1
18335,"No, I don't, because I think that America has to stand with democracy.",-1
18336,"The notion that we would have tanks run over those young people who were in Tahrir Square, that is not the kind of American leadership that John F. Kennedy talked about 50 years ago.",-1
18337,"But what I've also said is that now that you have a democratically elected government in Egypt, that they have to make sure that they take responsibility for protecting religious minorities.",1
18338,"And we have put significant pressure on them to make sure they're doing that; to recognize the rights of women, which is critical throughout the region.",1
18339,These countries can't develop if young women are not given the kind of education that they need.,-1
18340,They have to abide by their treaty with Israel.,-1
18341,"That is a red line for us, because not only is Israel's security at stake, but our security is at stake if that unravels.",-1
18342,They have to make sure that they're cooperating with us when it comes to counterterrorism.,-1
18343,"And we will help them with respect to developing their own economy, because ultimately what's going to make the Egyptian revolution successful for the people of Egypt, but also for the world, is if those young people who gathered there are seeing opportunities.",-1
18344,Their aspirations are similar to young people's here.,-1
18345,"They want jobs, they want to be able to make sure their kids are going to a good school.",-1
18346,They want to make sure that they have a roof over their heads and that they have the prospects of a better life in the future.,-1
18347,"And so one of the things that we've been doing is, is, for example, organizing entrepreneurship conferences with these Egyptians to give them a sense of how they can start rebuilding their economy in a way that's noncorrupt, that's transparent.",1
18348,"But what is also important for us to understand is, is that for America to be successful in this region there's some things that we're going to have to do here at home as well.",-1
18349,"You know, one of the challenges over the last decade is we've done experiments in nation building in places like Iraq and Afghanistan and we've neglected, for example, developing our own economy, our own energy sectors, our own education system.",0
18350,And it's very hard for us to project leadership around the world when we're not doing what we need to do...,-1
18351,"I believe, as the president indicated, and said at the time that I supported his -- his action there.",0
18352,"I wish that, looking back at the beginning of the president's term and even further back than that, that we'd have recognized that there was a growing energy and passion for freedom in that part of the world, and that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn't explode in the way that it did.",-1
18353,"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support.",-1
18354,"Let me step back and talk about what I think our mission has to be in the Middle East and even more broadly, because our purpose is to make sure the world is more -- is peaceful.",-1
18355,We want a peaceful planet.,-1
18356,"We want people to be able to enjoy their lives and know they're going to have a bright and prosperous future, not be at war.",-1
18357,And the mantle of leadership for the -- promoting the principles of peace has fallen to America.,-1
18358,We didn't ask for it.,-1
18359,But it's an honor that we have it.,-1
18360,But for us to be able to promote those principles of peace requires us to be strong.,-1
18361,And that begins with a strong economy here at home.,-1
18362,"Unfortunately, the economy is not stronger.",-1
18363,Former chief of the -- Joint Chiefs of Staff said that -- Admiral Mullen said that our debt is the biggest national security threat we face.,1
18364,This -- we have weakened our economy.,1
18365,We need a strong economy.,-1
18366,We need to have as well a strong military.,-1
18367,Our military is second to none in the world.,1
18368,"We're blessed with terrific soldiers, and extraordinary technology and intelligence.",-1
18369,But the idea of a trillion dollar in cuts through sequestration and budget cuts to the military would change that.,1
18370,We need to have strong allies.,-1
18371,Our association and connection with our allies is essential to America's strength.,-1
18372,"We're the great nation that has allies, 42 allies and friends around the world.",1
18373,"And if we're strong in each of those things, American influence will grow.",-1
18374,"But unfortunately, in nowhere in the world is America's influence will grow.",-1
18375,"But unfortunately, in -- nowhere in the world is America's influence greater today than it was four years ago.",1
18376,And that's because we've become weaker in each of those four...,-1
18377,"Well I -- I absolutely believe that America has a -- a responsibility, and the privilege of helping defend freedom and promote the principles that -- that make the world more peaceful.",-1
18378,"And those principles include human rights, human dignity, free enterprise, freedom of expression, elections.",1
18379,"Because when there are elections, people tend to vote for peace.",-1
18380,They don't vote for war.,-1
18381,So we want to promote those principles around the world.,-1
18382,We recognize that there are places of conflict in the world.,-1
18383,We want to end those conflicts to the extent humanly possible.,-1
18384,"But in order to be able to fulfill our role in the world, America must be strong.",-1
18385,"And for that to happen, we have to strengthen our economy here at home.",-1
18386,You can't have 23 million people struggling to get a job.,-1
